,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,FinishedBsmtAreaSF,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,GoodFloorAreaSFabovegrade,TotalFinishedAreaSF,BsmtFullBath,BsmtHalfBath,TotalBathBasement,FullBath,HalfBath,TotalBathroomsAboveGrade,TotalBathrooms,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotalRooms,TotalRooms_bathroomas1,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,TotalPorchArea,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,agebybuilt,agebyremodel,TotalGrBsmtSF,OA1,OA2
272,273,60,RL,92.0,11764,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1999,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,348,Gd,TA,PConc,Gd,TA,No,GLQ,524,Unf,0,524,628,1152,GasA,Ex,Y,SBrkr,1164,1106,0,2270,2270,2794,0,0,0.0,2,1,2.5,2.5,4,1,Gd,7.5,8,9,Typ,1,Gd,Attchd,1999.0,Fin,3,671,TA,TA,Y,132,57,0,0,0,57,0,NA,NA,NA,0,4,2010,WD,Normal,290000,11,3,3422,3770,4441
273,274,20,RL,80.0,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Feedr,Norm,1Fam,1Story,6,6,1958,1988,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,183,TA,TA,CBlock,TA,TA,No,Rec,620,LwQ,620,1240,0,1240,GasA,Gd,Y,SBrkr,1632,0,0,1632,1632,2872,1,0,1.0,2,0,2.0,3.0,3,1,TA,7.0,7,6,Min1,1,Gd,Attchd,1958.0,RFn,1,338,TA,TA,Y,289,0,0,0,0,0,0,NA,MnPrv,NA,0,4,2009,WD,Normal,139000,51,21,2872,3055,3393
274,275,20,RL,76.0,8314,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1982,1982,Gable,CompShg,HdBoard,ImStucc,None,0,TA,TA,CBlock,TA,TA,Gd,ALQ,546,Unf,0,546,270,816,GasA,TA,Y,SBrkr,816,0,0,816,816,1362,0,0,0.0,1,0,1.0,1.0,2,1,TA,4.0,4,5,Typ,0,NA,Attchd,1982.0,Unf,1,264,TA,TA,Y,168,0,0,0,0,0,0,NA,NA,NA,0,6,2007,WD,Normal,124500,25,25,1632,1632,1896
275,276,50,RL,55.0,7264,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,7,1925,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Gd,Gd,BrkTil,TA,TA,No,Unf,0,Unf,0,0,952,952,GasW,Gd,N,SBrkr,952,596,0,1548,1548,1548,0,0,0.0,2,1,2.5,2.5,3,1,Ex,6.5,7,5,Typ,0,NA,Detchd,1978.0,Unf,2,672,TA,TA,Y,74,0,0,0,144,144,0,NA,NA,NA,0,10,2009,WD,Normal,205000,84,2,2500,2500,3172
276,277,20,RL,129.0,9196,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,0,1560,1560,GasA,Ex,Y,SBrkr,1560,0,0,1560,1560,1560,0,0,0.0,2,0,2.0,2.0,3,1,Gd,6.0,6,7,Typ,0,NA,Attchd,2003.0,Fin,2,573,TA,TA,Y,100,150,0,0,0,150,0,NA,NA,NA,0,4,2010,WD,Normal,201000,7,7,3120,3120,3693
277,278,20,RL,140.0,19138,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,LwQ,120,Unf,0,120,744,864,GasA,Ex,Y,SBrkr,864,0,0,864,864,984,0,0,0.0,1,0,1.0,1.0,2,1,TA,4.0,4,4,Typ,0,NA,Detchd,1951.0,Unf,2,400,TA,TA,Y,0,0,0,0,0,0,0,NA,NA,NA,0,6,2010,WD,Normal,141000,59,59,1728,1728,2128
278,279,20,RL,107.0,14450,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2007,Gable,CompShg,CemntBd,CemntBd,BrkFace,315,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,0,2121,2121,GasA,Ex,Y,SBrkr,2121,0,0,2121,2121,2121,0,0,0.0,2,1,2.5,2.5,3,1,Ex,6.5,7,8,Typ,1,Ex,Attchd,2007.0,Fin,3,732,TA,TA,Y,124,98,0,0,142,240,0,NA,NA,NA,0,5,2007,New,Partial,415298,1,0,4242,4557,5289
279,280,60,RL,83.0,10005,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,7,5,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,299,TA,TA,CBlock,Gd,TA,No,BLQ,392,Unf,0,392,768,1160,GasA,Ex,Y,SBrkr,1156,866,0,2022,2022,2414,0,0,0.0,2,1,2.5,2.5,4,1,TA,7.5,8,8,Typ,1,TA,Attchd,1977.0,Fin,2,505,TA,TA,Y,288,117,0,0,0,117,0,NA,NA,NA,0,3,2008,WD,Normal,192000,31,31,3182,3481,3986
280,281,60,RL,82.0,11287,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,6,1989,1989,Gable,CompShg,Plywood,Plywood,BrkFace,340,Gd,TA,CBlock,Gd,TA,Av,GLQ,421,Unf,0,421,386,807,GasA,Gd,Y,SBrkr,1175,807,0,1982,1982,2403,0,0,0.0,2,1,2.5,2.5,3,1,Gd,6.5,7,7,Typ,1,TA,Attchd,1989.0,Fin,2,575,TA,TA,Y,0,84,0,196,0,280,0,NA,NA,NA,0,1,2007,WD,Normal,228500,18,18,2789,3129,3704
281,282,20,FV,60.0,7200,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,68,Gd,TA,PConc,Gd,TA,No,GLQ,905,Unf,0,905,357,1262,GasA,Gd,Y,SBrkr,1262,0,0,1262,1262,2167,0,0,0.0,2,0,2.0,2.0,2,1,Gd,5.0,5,5,Typ,0,NA,Attchd,2006.0,Fin,2,572,TA,TA,Y,0,120,0,0,0,120,0,NA,NA,NA,0,5,2006,New,Partial,185000,0,0,2524,2592,3164
282,283,120,RL,34.0,5063,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsI,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,166,Gd,TA,PConc,Gd,TA,No,GLQ,904,Unf,0,904,410,1314,GasA,Ex,Y,SBrkr,1314,0,0,1314,1314,2218,1,0,1.0,2,0,2.0,3.0,2,1,Gd,6.0,6,6,Typ,1,Gd,Attchd,2008.0,RFn,2,626,TA,TA,Y,172,62,0,0,0,62,0,NA,NA,NA,0,4,2009,ConLw,Normal,207500,2,1,2628,2794,3420
283,284,20,RL,74.0,9612,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2008,2009,Gable,CompShg,VinylSd,VinylSd,Stone,72,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,0,1468,1468,GasA,Ex,Y,SBrkr,1468,0,0,1468,1468,1468,0,0,0.0,2,0,2.0,2.0,3,1,Gd,6.0,6,6,Typ,1,Gd,Attchd,2008.0,Fin,3,898,TA,TA,Y,210,150,0,0,0,150,0,NA,NA,NA,0,12,2009,New,Partial,244600,1,0,2936,3008,3906
284,285,120,RL,50.0,8012,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1992,1992,Gable,CompShg,Plywood,ImStucc,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,430,Unf,0,430,1145,1575,GasA,Gd,Y,SBrkr,1575,0,0,1575,1575,2005,1,0,1.0,2,0,2.0,3.0,2,1,Gd,6.0,6,5,Typ,0,NA,Attchd,1992.0,RFn,2,529,TA,TA,Y,0,0,52,0,0,52,0,NA,NA,NA,0,7,2007,WD,Normal,179200,15,15,3150,3150,3679
285,286,160,FV,35.0,4251,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,0,625,625,GasA,Ex,Y,SBrkr,625,625,0,1250,1250,1250,0,0,0.0,2,1,2.5,2.5,2,1,Gd,5.5,6,5,Typ,0,NA,Detchd,2006.0,RFn,2,528,TA,TA,Y,0,54,0,0,0,54,0,NA,NA,NA,0,6,2007,New,Partial,164700,1,0,1875,1875,2403
286,287,50,RL,77.0,9786,Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1.5Fin,6,7,1962,1981,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Rec,600,Unf,0,600,312,912,GasA,TA,Y,SBrkr,1085,649,0,1734,1734,2334,0,0,0.0,1,1,1.5,1.5,3,1,Gd,5.5,6,7,Typ,1,Gd,Attchd,1962.0,RFn,2,440,TA,TA,Y,0,0,0,0,128,128,0,NA,GdPrv,NA,0,6,2006,WD,Normal,159000,44,25,2646,2646,3086
287,288,20,RL,70.04995836802665,8125,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Names,Norm,Norm,1Fam,1Story,4,4,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,BLQ,614,Unf,0,614,244,858,GasA,TA,Y,SBrkr,858,0,0,858,858,1472,0,0,0.0,1,0,1.0,1.0,3,1,TA,5.0,5,5,Typ,0,NA,NA,1971.0,NA,0,0,NA,NA,Y,0,0,0,0,0,0,0,NA,NA,NA,0,6,2006,WD,Normal,88000,35,35,1716,1716,1716
288,289,20,RL,70.04995836802665,9819,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,31,TA,Gd,CBlock,TA,TA,No,BLQ,450,Unf,0,450,432,882,GasA,TA,Y,SBrkr,900,0,0,900,900,1350,0,0,0.0,1,0,1.0,1.0,3,1,TA,5.0,5,5,Typ,0,NA,Detchd,1970.0,Unf,1,280,TA,TA,Y,0,0,0,0,0,0,0,NA,MnPrv,NA,0,2,2010,WD,Normal,122000,43,43,1782,1813,2093
289,290,70,RL,60.0,8730,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,2Story,6,7,1915,2003,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,0,698,698,GasA,Ex,Y,FuseA,698,698,0,1396,1396,1396,0,0,0.0,1,0,1.0,1.0,3,1,TA,5.0,5,7,Typ,0,NA,Detchd,2003.0,Unf,1,384,TA,TA,Y,0,0,0,0,259,259,0,NA,NA,NA,0,7,2007,WD,Normal,153575,92,4,2094,2094,2478
290,291,60,RL,120.0,15611,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,0,1079,1079,GasA,Ex,Y,SBrkr,1079,840,0,1919,1919,1919,0,0,0.0,2,1,2.5,2.5,3,1,Gd,6.5,7,8,Typ,1,Gd,Attchd,2006.0,RFn,2,685,Gd,TA,Y,0,51,0,0,0,51,0,NA,NA,NA,0,7,2006,New,Partial,233230,0,0,2998,2998,3683
291,292,190,RL,55.0,5687,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,2FmCon,2Story,5,6,1912,2000,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Fa,PConc,TA,Fa,No,Rec,210,Unf,0,210,570,780,GasA,Ex,N,SBrkr,936,780,0,1716,1716,1926,1,0,1.0,2,0,2.0,3.0,6,1,Fa,10.0,10,9,Typ,0,NA,NA,1912.0,NA,0,0,NA,NA,N,0,184,0,0,0,184,0,NA,NA,NA,0,3,2008,WD,Normal,135900,96,8,2496,2496,2496
292,293,50,RL,60.0,11409,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,4,1949,2008,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,LwQ,292,Unf,0,292,476,768,GasA,Gd,Y,SBrkr,1148,568,0,1716,1716,2008,0,0,0.0,1,1,1.5,1.5,3,1,TA,5.5,6,8,Min2,1,Gd,Attchd,1949.0,Unf,1,281,TA,TA,Y,0,0,0,0,160,160,0,NA,NA,NA,0,1,2009,WD,Normal,131000,60,1,2484,2484,2765
293,294,60,RL,70.04995836802665,16659,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,7,1977,1994,Gable,CompShg,Plywood,Plywood,BrkFace,34,TA,TA,CBlock,TA,TA,No,ALQ,795,Unf,0,795,0,795,GasA,Fa,Y,SBrkr,1468,795,0,2263,2263,3058,1,0,1.0,2,1,2.5,3.5,3,1,Gd,7.5,8,9,Typ,1,TA,Attchd,1977.0,Fin,2,539,TA,TA,Y,0,250,0,0,0,250,0,NA,NA,NA,0,3,2006,WD,Normal,235000,29,12,3058,3092,3631
294,295,20,RL,80.0,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,HdBoard,HdBoard,Stone,238,TA,TA,CBlock,TA,TA,No,GLQ,1285,Unf,0,1285,131,1416,GasA,TA,Y,SBrkr,1644,0,0,1644,1644,2929,1,0,1.0,1,0,1.0,2.0,3,1,TA,6.0,6,7,Typ,2,Gd,Attchd,1953.0,Fin,2,418,TA,TA,Y,110,0,0,0,0,0,0,NA,NA,NA,0,10,2009,WD,Normal,167000,56,56,3060,3298,3716
295,296,80,RL,37.0,7937,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1984,1984,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,Av,GLQ,819,Unf,0,819,184,1003,GasA,TA,Y,SBrkr,1003,0,0,1003,1003,1822,1,0,1.0,1,0,1.0,2.0,3,1,TA,6.0,6,6,Typ,0,NA,Detchd,1984.0,Unf,2,588,TA,TA,Y,120,0,0,0,0,0,0,NA,GdPrv,NA,0,3,2006,WD,Normal,142500,22,22,2006,2006,2594
296,297,50,RM,75.0,13710,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,BLQ,420,Unf,0,420,490,910,GasA,TA,Y,FuseA,910,648,0,1558,1558,1978,0,0,0.0,1,1,1.5,1.5,4,1,TA,6.5,7,6,Typ,0,NA,Attchd,1950.0,Unf,1,282,TA,TA,Y,289,0,0,0,0,0,0,NA,MnPrv,NA,0,6,2007,WD,Normal,152000,57,57,2468,2468,2750
297,298,60,FV,66.0,7399,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,1997,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,1600,Gd,TA,PConc,Gd,TA,No,BLQ,649,Unf,0,649,326,975,GasA,Ex,Y,SBrkr,975,975,0,1950,1950,2599,0,0,0.0,2,1,2.5,2.5,3,1,Gd,6.5,7,7,Typ,1,TA,Detchd,1997.0,RFn,2,576,TA,TA,Y,0,10,0,0,198,208,0,NA,NA,NA,0,6,2007,WD,Normal,239000,10,9,2925,4525,5101
298,299,60,RL,90.0,11700,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Mansard,CompShg,HdBoard,AsphShn,BrkFace,365,Gd,TA,CBlock,TA,TA,No,ALQ,384,Rec,175,559,143,702,GasA,Gd,Y,SBrkr,1041,702,0,1743,1743,2302,0,1,0.5,1,2,2.0,2.5,3,1,TA,6.5,8,7,Typ,1,Gd,Attchd,1968.0,Unf,2,539,TA,TA,Y,224,0,0,0,0,0,0,NA,NA,NA,0,6,2007,WD,Normal,175000,39,39,2445,2810,3349
299,300,20,RL,80.0,14000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,8,1950,2004,Gable,CompShg,HdBoard,HdBoard,None,0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,0,1092,1092,GasA,Ex,Y,SBrkr,1152,0,0,1152,1152,1152,0,1,0.5,1,0,1.0,1.5,3,1,Gd,5.5,6,6,Typ,1,Gd,Attchd,1950.0,Unf,1,300,TA,TA,Y,0,36,0,0,0,36,0,NA,GdPrv,NA,0,8,2009,WD,Family,158500,59,5,2244,2244,2544
300,301,190,RL,90.0,15750,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,2FmCon,1Story,5,5,1953,1953,Hip,CompShg,MetalSd,MetalSd,BrkFace,56,TA,TA,CBlock,TA,TA,Mn,BLQ,841,Unf,0,841,324,1165,GasA,TA,Y,SBrkr,1336,0,0,1336,1336,2177,1,0,1.0,1,0,1.0,2.0,2,1,TA,5.0,5,5,Typ,2,Gd,Attchd,1953.0,Unf,1,375,TA,TA,Y,0,0,0,0,0,0,0,NA,NA,NA,0,6,2006,WD,Normal,157000,53,53,2501,2557,2932
301,302,60,RL,66.0,16226,Pave,NA,IR3,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,281,Unf,0,281,747,1028,GasA,Ex,Y,SBrkr,1210,1242,0,2452,2452,2733,0,0,0.0,2,1,2.5,2.5,4,1,Gd,7.5,8,9,Typ,1,TA,BuiltIn,1998.0,Fin,2,683,TA,TA,Y,208,50,0,0,0,50,0,NA,NA,NA,0,5,2007,WD,Normal,267000,9,8,3480,3480,4163
302,303,20,RL,118.0,13704,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,150,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,0,1541,1541,GasA,Ex,Y,SBrkr,1541,0,0,1541,1541,1541,0,0,0.0,2,0,2.0,2.0,3,1,Gd,6.0,6,6,Typ,1,TA,Attchd,2001.0,RFn,3,843,TA,TA,Y,468,81,0,0,0,81,0,NA,NA,NA,0,1,2006,WD,Normal,205000,5,4,3082,3232,4075
303,304,20,RL,70.0,9800,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,TA,TA,No,ALQ,894,Unf,0,894,0,894,GasA,TA,Y,SBrkr,894,0,0,894,894,1788,1,0,1.0,1,0,1.0,2.0,3,1,TA,6.0,6,5,Typ,0,NA,Attchd,1975.0,Unf,2,552,TA,TA,Y,256,0,0,0,0,0,0,NA,GdWo,NA,0,7,2006,WD,Abnorml,149900,34,34,1788,1788,2340
304,305,75,RM,87.0,18386,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Fin,7,9,1880,2002,Gable,CompShg,CemntBd,CemntBd,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,0,1470,1470,GasA,Ex,Y,SBrkr,1675,1818,0,3493,3493,3493,0,0,0.0,3,0,3.0,3.0,3,1,Gd,7.0,7,10,Typ,1,Ex,Attchd,2003.0,Unf,3,870,TA,TA,Y,302,0,0,0,0,0,0,NA,NA,NA,0,5,2008,WD,Normal,295000,128,6,4963,4963,5833
305,306,20,RL,80.0,10386,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2004,2005,Gable,CompShg,CemntBd,CemntBd,Stone,246,Gd,TA,PConc,Gd,TA,No,GLQ,1464,Unf,0,1464,536,2000,GasA,Ex,Y,SBrkr,2000,0,0,2000,2000,3464,1,0,1.0,2,0,2.0,3.0,3,1,Gd,7.0,7,8,Typ,0,NA,Attchd,2004.0,Fin,3,888,TA,TA,Y,168,0,0,0,0,0,0,NA,NA,NA,0,7,2007,WD,Normal,305900,3,2,4000,4246,5134
306,307,60,RL,116.0,13474,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,2Story,7,5,1990,1991,Gable,CompShg,HdBoard,Plywood,BrkFace,246,Gd,TA,CBlock,Gd,TA,No,ALQ,700,Unf,0,700,0,700,GasA,Gd,Y,SBrkr,1122,1121,0,2243,2243,2943,1,0,1.0,2,1,2.5,3.5,4,1,Gd,8.5,9,8,Typ,1,TA,Attchd,1990.0,RFn,3,746,TA,TA,Y,127,44,224,0,0,268,0,NA,NA,NA,0,6,2007,WD,Normal,225000,17,16,2943,3189,3935
307,308,50,RM,70.04995836802665,7920,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Fa,CBlock,TA,TA,No,Unf,0,Unf,0,0,319,319,GasA,TA,Y,FuseA,1035,371,0,1406,1406,1406,0,0,0.0,1,0,1.0,1.0,3,1,Fa,5.0,5,6,Typ,0,NA,NA,1920.0,NA,0,0,NA,NA,N,0,144,0,0,0,144,0,NA,MnPrv,NA,0,3,2008,WD,Normal,89500,88,58,1725,1725,1725
308,309,30,RL,70.04995836802665,12342,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1940,1950,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,BLQ,262,Unf,0,262,599,861,GasA,Ex,Y,SBrkr,861,0,0,861,861,1123,0,0,0.0,1,0,1.0,1.0,1,1,TA,3.0,3,4,Typ,0,NA,Detchd,1961.0,Unf,2,539,TA,TA,Y,158,0,0,0,0,0,0,NA,NA,NA,0,3,2009,WD,Normal,82500,69,59,1722,1722,2261
309,310,20,RL,90.0,12378,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1274,Unf,0,1274,622,1896,GasA,Ex,Y,SBrkr,1944,0,0,1944,1944,3218,1,0,1.0,2,0,2.0,3.0,3,1,Ex,7.0,7,8,Typ,3,Ex,Attchd,2003.0,Fin,3,708,TA,TA,Y,208,175,0,0,0,175,0,NA,NA,NA,0,11,2006,WD,Normal,360000,3,2,3840,3840,4548
310,311,60,RL,70.04995836802665,7685,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,112,TA,TA,PConc,Gd,TA,No,ALQ,518,Unf,0,518,179,697,GasA,Gd,Y,SBrkr,697,804,0,1501,1501,2019,0,0,0.0,2,1,2.5,2.5,3,1,Gd,6.5,7,6,Typ,1,TA,Attchd,1993.0,Fin,2,420,TA,TA,Y,190,63,0,0,0,63,0,NA,NA,NA,0,5,2006,WD,Normal,165600,13,12,2198,2310,2730
311,312,20,RL,50.0,8000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,6,6,1948,2002,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,CBlock,TA,TA,No,ALQ,680,Unf,0,680,292,972,GasA,Ex,Y,SBrkr,972,0,0,972,972,1652,1,0,1.0,1,0,1.0,2.0,2,1,TA,5.0,5,5,Typ,1,Gd,Detchd,1948.0,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,0,NA,NA,NA,0,5,2009,WD,Normal,132000,61,7,1944,1944,2184
312,313,190,RM,65.0,7800,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,2FmCon,1.5Fin,5,7,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,Gd,TA,Mn,Rec,507,Unf,0,507,286,793,GasA,TA,Y,SBrkr,793,325,0,1118,1118,1625,1,0,1.0,1,0,1.0,2.0,3,1,TA,6.0,6,5,Typ,1,Gd,Detchd,1939.0,Unf,2,410,TA,TA,Y,0,0,0,0,271,271,0,NA,MnPrv,NA,0,5,2006,WD,Normal,119900,67,56,1911,1911,2321
313,314,20,RL,150.0,215245,Pave,NA,IR3,Low,AllPub,Inside,Sev,Timber,Norm,Norm,1Fam,1Story,7,5,1965,1965,Hip,CompShg,BrkFace,BrkFace,None,0,TA,TA,CBlock,Gd,TA,Gd,ALQ,1236,Rec,820,2056,80,2136,GasW,TA,Y,SBrkr,2036,0,0,2036,2036,4092,2,0,2.0,2,0,2.0,4.0,3,1,TA,8.0,8,8,Typ,2,Gd,Attchd,1965.0,RFn,2,513,TA,TA,Y,0,0,0,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,375000,44,44,4172,4172,4685
314,315,70,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1925,1990,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,Gd,No,LwQ,16,Unf,0,16,712,728,GasA,Ex,Y,SBrkr,832,809,0,1641,1641,1657,0,1,0.5,1,1,1.5,2.0,3,1,Ex,6.0,7,6,Typ,1,Gd,Detchd,1925.0,Unf,2,546,Fa,TA,Y,0,0,234,0,0,234,0,NA,NA,NA,0,8,2006,WD,Normal,178000,81,16,2369,2369,2915
